"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"927","DOE","Queens","P.S. 092 Harry T Stewart Sr.","718-533-1013","99 - 01 34 Ave","pbaratt@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q092",40.7562032,-73.868653,11368,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"928","DOE","Queens","P.S. 096","718-529-2547","130 - 01 Rockaway Blvd","veweka@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q096",40.6753572,-73.8081312,11420,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"929","DOE","Queens","P.S. 097 Forest Park","718-849-4870","85 - 52 85 St","mcustod@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q097",40.694215,-73.860039,11421,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"930","DOE","Queens","P.S. 100 Glen Morris","718-843-8390","111 - 11 118 St","LFrombe@schools.nyc.gov","",40.6722558,-73.8213162,11420,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"931","DOE","Queens","P.S. 101 School In The Gardens","718-268-7231","2 Russell Pl","mlopez69@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q101",40.715537,-73.843379,11375,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"932","DOE","Queens","P.S. 102 Bayview","718-446-3308","55 - 24 Van Horn St","APisaca@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q102",40.7334202,-73.8777503,11373,20,"Full Day","Contact agency","Contact agency","Contact agency","None"
"933","DOE","Queens","P.S. 104 The Bays Water","718-327-1910","26 - 01 Mott Ave","kgrady@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q104",40.6083067,-73.7647105,11691,64,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"934","DOE","Queens","P.S. 105 The Bay School","718-474-8615","420 Bch 51 St","lshapir@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q105",40.595904,-73.7812571,11691,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"935","DOE","Queens","P.S. 106","718-327-5828","180 Bch 35 St","rlegions@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q106",40.5946809,-73.7671077,11691,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"936","DOE","Queens","P.S. 107 Thomas A Dooley","718-762-5995","167 - 02 45 Ave","lcummings2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q107",40.7554439,-73.7994064,11358,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"937","DOE","Queens","P.S. 108 Captain Vincent G Fowler","718-558-2700","108 - 10 109 Ave","mbiondo@schools.nyc.gov","http://ps108q.com",40.6792199,-73.8310603,11420,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"938","DOE","Queens","P.S. 111 Jacob Blackwell","718-786-2073","37 - 15 13 St","djaggon2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q111",40.7585496,-73.9392371,11101,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"939","DOE","Queens","P.S. 112 Dutch Kills","718-784-5250","25 - 05 37 Ave","rcampos@schools.nyc.gov","http://ps112q.com",40.7572171,-73.9339221,11101,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"940","DOE","Queens","P.S. 115 Glen Oaks","718-831-4010","80 - 51 261 St","ksciort@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q115",40.7438573,-73.7092974,11004,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"941","DOE","Queens","P.S. / I.S. 116 William C Hughley","718-526-4884","107 - 25 Wren Pl","29q116@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q116",40.7007801,-73.7818406,11433,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"942","DOE","Queens","P.S. 117 J Keld / Briarwood School","718-526-4780","85 - 15 143 St","kestevezramirez@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q117",40.7102309,-73.8130569,11435,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"943","DOE","Queens","P.S. 118 Lorraine Hansberry","718-465-5538","190 - 20 109 Rd","cjones23@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q118",40.7032974,-73.7653335,11412,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"944","DOE","Queens","P.S. 120 Queens","718-359-3390","58 - 01 136 St","jmonroe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q120",40.7452179,-73.8287456,11355,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"945","DOE","Queens","P.S. 121 Queens","718-738-5126","126 - 10 109 Ave","evadi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q121",40.6838583,-73.8155423,11420,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"946","DOE","Queens","P.S. 122 Mamie Fay","718-721-6410","21 - 21 Ditmars Blvd","psabel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q122",40.7802869,-73.9160468,11105,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"947","DOE","Queens","P.S. 123","718-529-4300","145 - 01 119 Ave","ahooks@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q123",40.678902,-73.7955549,11436,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"948","DOE","Queens","P.S. 127 Aerospace Science Magnet","718-446-4700","98 - 01 25 Ave","esanabria@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q127",40.7649787,-73.8711964,11369,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"949","DOE","Queens","P.S. 129 Patricia Larkin","718-353-3150","128 - 02 7 Ave","lbuquicchio@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q129",40.789929,-73.839501,11356,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"950","DOE","Queens","P.S. 130","718-357-6606","200 - 01 42 Ave","mcontra@schools.nyc.gov","http://ps130q.org",40.7600715,-73.7839084,11361,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"951","DOE","Queens","P.S. 132 Ralph Bunche","718-528-5734","132 - 15 218 St","adavis2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q132",40.6819915,-73.7495052,11413,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"952","DOE","Queens","P.S. 133 Queens","718-831-4016","248 - 05 86 Ave","iavakians@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q133",40.7317483,-73.7177474,11426,82,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"953","DOE","Queens","P.S. 134 Hollis","718-464-5544","203 - 02 109 Ave","rchambe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q134",40.7079882,-73.7552291,11412,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"954","DOE","Queens","The Bellaire School","718-464-2119","207 - 11 89 Ave","ghadjog@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q135",40.720849,-73.757595,11427,108,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"955","DOE","Queens","P.S. 136 Roy Wilkins","718-465-2286","201 - 15 115 Ave","twalker@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q136",40.698936,-73.752691,11412,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"956","DOE","Queens","P.S. / Ms138 Sunrise","718-528-9053","251 - 11 Weller Ave","jmcenan@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q138",40.6599832,-73.7344343,11422,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"957","DOE","Queens","P.S. 140 Edward K Ellington","718-657-4760","166 - 01 116 Ave","dnorment@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q140",40.68748,-73.781249,11434,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"958","DOE","Queens","P.S. 144 Col Jeromus Remsen","718-268-2775","93 - 02 69 Ave","rglucks@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q144",40.7150517,-73.8529435,11375,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"959","DOE","Queens","P.S. 146 Howard Beach","718-843-4880","98 - 01 159 Ave","mkeegan@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q146",40.6605468,-73.8349659,11414,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Contact agency","None"
"960","DOE","Queens","P.S. / M.S. 147 Ronald Mcnair","718-528-2420","218 - 01 116 Ave","acohen1@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q147",40.698026,-73.740151,11411,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"961","DOE","Queens","P.S. 148 Queens","718-898-8181","89 - 02 32 Ave","nbirson@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q148",40.7576279,-73.878619,11369,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"962","DOE","Queens","P.S. 150 Queens","718-784-2252","40 - 01 43 Ave","cparache@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q150",40.7457471,-73.9233202,11104,54,"Full Day","Contact agency","Contact agency","Contact agency","None"
"963","DOE","Queens","P.S. 151 Mary D Carter","718-728-2676","50 - 05 31 Ave","smaison@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q151",40.7576706,-73.9083676,11377,102,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"964","DOE","Queens","P.S. 152 Gwendoline N Alleyne School","718-429-3141","33 - 52 62 St","walameda2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q152",40.7530928,-73.90053,11377,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"965","DOE","Queens","P.S. 153 Maspeth Elem","718-821-7850","60 - 02 60 Ln","sbauer@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q153",40.716288,-73.904467,11378,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"966","DOE","Queens","P.S. 154 Queens","718-591-1500","75 - 02 162 St","tdavids2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q154",40.7264369,-73.8075916,11366,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"967","DOE","Queens","P.S. 155","718-529-0767","130 - 02 115 Ave","gjacobs@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q155",40.679608,-73.8104241,11420,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"968","DOE","Queens","P.S. 156 Laurelton","718-528-9173","229 - 02 137 Ave","emoore22@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q156",40.6720872,-73.743438,11413,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"969","DOE","Queens","P.S. 159","718-423-8553","205 - 01 33 Ave","26q159@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q159",40.770092,-73.7839769,11361,44,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"970","DOE","Queens","P.S. 160 Walter Francis Bishop","718-526-5523","109 - 59 Inwood St","thicks2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q160",40.6880172,-73.7999654,11435,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"971","DOE","Queens","P.S. 161 Arthur Ashe School","718-441-5493","101 - 33 124 St","jhoder@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q161",40.690426,-73.821065,11419,28,"Full Day","Contact agency","Contact agency","Contact agency","None"
"972","DOE","Queens","P.S. 163 Flushing Heights","718-353-2514","159 - 01 59 Ave","nbullen@ps163.org","http://schools.nyc.gov/schoolportals/25/q163",40.741093,-73.808757,11365,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"973","DOE","Queens","P.S. 164 Queens Valley","718-544-1083","138 - 01 77 Ave","latchison@schools.nyc.gov","http://psms164.com",40.7211586,-73.8231641,11367,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"974","DOE","Queens","P.S. 165 Edith K Bergtraum","718-263-4004","70 - 35 150 St","rdemillio2@schools.nyc.gov","http://ps165q.net",40.7295971,-73.8177163,11367,46,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"975","DOE","Queens","P.S. 166 Henry Gradstein","718-786-6703","33 - 09 35 Ave","30q166@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q166",40.7574989,-73.9262379,11106,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"976","DOE","Queens","P.S. 169 Bay Terrace","718-428-6160","18 - 25 212 St","oforesta@schools.nyc.gov","http://ps169.org",40.7823459,-73.77844,11360,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"977","DOE","Queens","P.S. 171 Peter G Van Alst","718-932-0909","14 - 14 29 Ave","abussel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q171",40.7710982,-73.9294621,11102,64,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"978","DOE","Queens","P.S. 173 Fresh Meadows","718-358-2243","174 - 10 67 Ave","mwang@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q173",40.7340865,-73.7952832,11365,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"979","DOE","Queens","P.S. 174 William Sidney Mount","718-897-7006","65 - 10 Dieterle Cres","lhui2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q174",40.720572,-73.861471,11374,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"980","DOE","Queens","P.S. 175 The Lynn Gross Discovery School","718-897-8600","64 - 35 102 St","pcooper3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q175",40.731005,-73.852189,11374,46,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"981","DOE","Queens","P.S. 176 Cambria Heights","718-525-4057","120 - 45 235 St","abartle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q176",40.6848695,-73.7296779,11411,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"982","DOE","Queens","P.S. / I.S. 178 Holliswood","718-464-5763","189 - 10 Radnor Rd","jambert@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q178",40.7243137,-73.7770145,11423,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"983","DOE","Queens","P.S. 181 Brookfield","718-528-5807","148 - 15 230 St","dwheele2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q181",40.6562032,-73.7531283,11413,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"984","DOE","Queens","P.S. 183 Dr. Richard R Green","718-634-9459","2 - 45 Bch 79 St","jromero6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q183",40.5889357,-73.8052824,11693,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"985","DOE","Queens","P.S. 184 Flushing Manor","718-352-7800","163 - 15 21 Rd","mmckeonbaker@schools.nyc.gov","http://ps184q.com",40.7781644,-73.7998406,11357,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Contact agency","None"
"986","DOE","Queens","P.S. 186 Castlewood","718-831-4021","252 - 12 72 Ave","mhaidar@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q186",40.7497634,-73.7218628,11426,30,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"987","DOE","Queens","P.S. 188 Kingsbury","718-464-5768","218 - 12 Hartland Ave","jcaraisco@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q188",40.7361039,-73.7536235,11364,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"988","DOE","Queens","P.S. 191 Mayflower","718-831-4032","85 - 15 258 St","mranier@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q191",40.7342217,-73.7089196,11001,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"989","DOE","Queens","P.S. 193 Alfred J Kennedy","718-767-8810","152 - 20 11 Ave","nbellomo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q193",40.792326,-73.8095158,11357,126,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"990","DOE","Queens","P.S. 195 William Haberle","718-723-0313","253 - 50 149 Ave","bbailey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q195",40.652625,-73.7352053,11422,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"991","NYCEEC","Queens","New Milestone, Inc.","718-539-2068","13254 Pople Ave","new.milestone01@yahoo.com","",40.7535027,-73.8306878,11355,20,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Offered","None"
"992","DOE","Queens","P.S. 196 Grand Central Parkway","718-263-9770","71 - 25 113 St","smiglia@schools.nyc.gov","http://ps196q.edublogs.org",40.722976,-73.8377256,11375,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"993","DOE","Queens","P.S. 197 The Ocean School","718-327-1083","825 Hicksville Rd","cvillav@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q197",40.5999875,-73.7439954,11691,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"994","DOE","Queens","P.S. 199 Maurice A Fitzgerald","718-784-3431","39 - 20 48 Ave","ainzeri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q199",40.7399816,-73.9263768,11104,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"995","DOE","Queens","P.S. / M.S. 200 - The Pomonok School & Star Academy","718-969-7780","70 - 10 164 St","ecortes@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q200",40.7310597,-73.8054492,11365,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
