LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
Q361,DOE,Q,P.S. 361,,718-935-3614,57 - 02 To 57 - 08 39th Ave,11377,1,54,1010261,211774,NHwang@schools.nyc.gov,,5,9,3,30Q361
Q362,DOE,Q,Wave Preparatory Elementary School,,718-327-7091,535 Briar Pl,11691,1,80,1051276,157885,gferguson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q362,2,3,3,27Q362
Q499,DOE,Q,"The Queens College School For Math, Science And Technology",<P> <Strong>Note:</strong>  Program manages own admissions. Contact directly to apply.</P>,718-461-7462,148 - 20 Reeves Ave,11367,1,18,1033794,208475,hjacob2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q499,3,3,3,25Q499
Q705,CHARTER,Q,"Renaissance Charter School UPK, The",,718-803-0060,35 - 59 81 St,11372,1,18,1016113,212508,fsmith@renaissancecharter.org,http://renaissancecharter.org,3,2,1,30Q705
QAAB,NYCEEC,Q,Beth Gavriel / Sha'arei Zion Ohel Bracha,,718-897-6771,7524 Grand Central Pkwy,11375,1,40,1030077,201214,shoshi1@aol.com,,2,3,1,28QAAB
QAAD,NYCEEC,Q,A Child's Place Too - 108th Street,,718-565-2466,32 - 20 108th St,11369,1,45,1022611,215949,uprekacp@gmail.com,http://achildsplacetoo.com,6,3,2,24QAAD
QAAM,NYCEEC,Q,Bais Yaakov Academy Of Queens ( Metropolitan Ave ),,718-847-5352,124 - 50 Metropolitan Ave,11415,1,19,1032251,195995,acohen.byqueens@gmail.com,,7,3,1,28QAAM
QABC,NYCEEC,Q,Christ The King Community Preschool,,718-417-6770,6802 Metropolitan Ave,11379,1,94,1015221,198536,lchavez@ctkny.org,http://ctkny.org,7,3,1,24QABC
QABL,NYCEEC,Q,"Garden School, Inc.",,718-335-6363,3316 79th St,11372,1,72,1015193,214146,info@gardenschool.org,http://gardenschool.org,7,3,1,30QABL
QABS,NYCEEC,Q,Holy Child Jesus School,,718-849-3988,11102 86th Ave,11418,2,69,1029268,193838,SantaMaria1345@yahoo.com,http://hcjcany.org,3,7,1,27QABS
QACC,NYCEEC,Q,Immaculate Conception School,,718-728-1969,21 - 63 29th St,11105,1,72,1008949,222490,principal@icsastoria.org,http://icsastoria.org,5,9,3,30QACC
QACD,NYCEEC,Q,Incarnation School,,718-465-5066,8915 Francis Lewis Blvd,11427,1,36,1051423,201407,principal@incrc.org,,7,7,2,29QACD
QACJ,NYCEEC,Q,Jewish Institute Of Queens,,718-426-9369,6005 Woodhaven Blvd,11373,1,72,1020000,205666,office@queensgymnasia.org,http://jiqueens.com,3,3,1,28QACJ
QADN,NYCEEC,Q,Ave Maria Catholic Academy,,718-848-7440,158 - 20 101st St,11414,1,40,1030565,180262,mmcmanus@amcahb.org,http://amcahb.org,5,9,3,27QADN
QADP,NYCEEC,Q,Our Lady Of Lourdes Catholic Academy,,718-464-1480,92 - 80 220th St,11428,1,18,1057235,202865,ollcatholicacademy@gmail.com,http://ollqv.net,5,9,3,29QADP
QADQ,NYCEEC,Q,Our Lady Of Mercy Catholic Academy,,718-793-2086,7025 Kessel St,11375,1,72,1025740,199447,principal@mercyhills.org,http://olmercyca.org,3,3,1,28QADQ
QADR,NYCEEC,Q,Notre Dame Catholic Academy Of Ridgewood,,718-821-2221,62 - 22 61st St,11385,1,54,1011398,198614,cuomondca@yahoo.com,,5,9,3,24QADR
QADX,NYCEEC,Q,Our Lady Of The Blessed Sacrament School,,718-229-4434,34 - 45 202nd St,11361,1,36,1043737,218535,jkane@diobrook.org,http://olbsschool.org,5,9,3,26QADX
QADZ,NYCEEC,Q,Our Saviour Lutheran School,,718-897-4343,6433 Woodhaven Blvd,11374,1,90,1021535,201917,school@our-saviour.org,http://osnyec.org,3,3,1,28QADZ
QAEG,NYCEEC,Q,Grace Lutheran School,,718-545-1129,3120 21st Ave,11105,1,36,1009762,222491,info@gracearoundthecorner.org,http://gracearoundthecorner.org,7,3,1,30QAEG
QAEP,NYCEEC,Q,Sacred Heart Catholic Academy,,718-527-0123,115 - 50 221 St,11411,1,18,1057003,193854,sacredheartrcch@gmail.com,,5,9,3,29QAEP
QAEQ,NYCEEC,Q,Sacred Heart School,,718-631-4804,216 - 01 38th Ave,11361,1,36,1048741,219042,shsbayside@aol.com,,5,9,3,26QAEQ
QAFC,NYCEEC,Q,St. Camillus School,,718-634-5260,185 Bch 99th St,11694,1,38,1034204,151925,kmontero@saintcamillusschool.com,http://saintcamillusschool.com,3,3,2,27QAFC
QAFF,NYCEEC,Q,St. Clare Catholic Academy,,718-528-7174,137 - 25 Brookville Blvd,11422,1,36,1057487,183258,mbasile@stclarecatholicacademy.org,http://stclarecatholicacademy.org,5,9,3,29QAFF
QAFJ,NYCEEC,Q,St. Elizabeth School,,718-843-0914,9401 85th St,11416,1,90,1024149,189094,secaupk@Gmail.com,,3,3,1,27QAFJ
QAFR,NYCEEC,Q,St. Helen Catholic Academy,,718-835-4155,83 - 09 157th Ave,11414,1,40,1025898,180292,czerillo@sthelencatholicacademy.org,http://sthelencatholicacademy.org,5,9,3,27QAFR
QAFY,NYCEEC,Q,St. Kevin School,,718-357-8110,4550 195th St,11358,1,108,1043408,214042,stkevinschool@yahoo.com,http://stkevincatholicacademy.org,2,3,1,25QAFY
QAGC,NYCEEC,Q,St. Mary Gate Of Heaven,,718-846-0689,104 - 06 101st Ave,11416,1,60,1029001,189279,corsoralph@gmail.com,http://smgh.org,5,9,3,27QAGC
QAGI,NYCEEC,Q,St. Nicolas Of Tolentine School,,718-380-1900,8022 Parsons Blvd,11435,1,36,1037158,201181,svidal@sntschool.org,http://sntschool.org,3,3,2,28QAGI
QAGP,NYCEEC,Q,St. Sebastian School,,718-928-5997,39 - 76 58 St,11377,1,58,1010185,211092,admin@stsebastianschool.org,,5,9,3,30QAGP
QAGR,NYCEEC,Q,St. Stanislaus Kostka School,,718-326-1585,6117 Grand Ave,11378,2,36,1010927,202441,ststansupk@gmail.com,http://ststansschool.org,8,3,1,24QAGR
QAGU,NYCEEC,Q,St. Thomas The Apostle School,,718-847-3904,8749 87th St,11421,1,72,1024009,191219,stafpq@nyc.rr.com,http://stawoodhaven.com,3,7,1,27QAGU
QAGW,NYCEEC,Q,Sesame Sprout,,718-271-2294,96 - 08 57 Ave,11368,1,51,1021854,207553,skrinsky@sesamesproutschool.com,http://sesamesproutschool.com,7,7,1,24QAGW
QAHG,NYCEEC,Q,Stepping Stone Pre & Grade School,,718-465-2344,114 - 28 Francis Lewis Blvd,11412,1,54,1053999,194633,steppingstone1982@hotmail.com,,5,9,3,29QAHG
QAHH,NYCEEC,Q,"Stepping Stone Day School, Inc.",,718-591-9093,7740 Vleigh Pl,11367,1,44,1033919,201620,yvettea@steppingstonedayschool.org,http://steppingstonedayschool.org,7,2,1,25QAHH
QAHI,NYCEEC,Q,Saints Joachim And Anne School,,718-465-2230,218 - 19 105 Ave,11429,1,36,1056691,198832,ssjaschool@aol.com,http://ssjaschool.org,5,9,3,29QAHI
QAIM,NYCEEC,Q,Yeshiva Of Central Queens,,718-793-8500,147 - 37 70 Rd,11367,1,40,1034332,205260,hgoodrich@ycq.us,,5,9,3,25QAIM
QAIR,NYCEEC,Q,Yeshiva Tifereth Moshe Day Care,,718-846-7300,8306 Abingdon Rd,11415,1,19,1030263,197144,ytmdaycare@gmail.com,http://tiferesmoshe.org,3,3,1,28QAIR
QAJB,NYCEEC,Q,"Books And Rattles, Inc. Site 2",,718-381-7777,6308 69th Pl,11379,1,15,1015680,200155,peekaboolc1@aol.com,http://booksandrattlesinc.com,3,3,1,24QAJB
QAJR,NYCEEC,Q,YMCA Of Greater New York - Flushing,,718-551-9356,13846 Northern Blvd,11354,1,56,1032345,217683,lrothstein@YMCAnyc.org,http://ymcanyc.org/flushing,3,3,2,25QAJR
QAJX,NYCEEC,Q,YMCA Of Greater New York - Cross Island,,718-551-9313,238 - 10 Hillside Ave,11426,1,54,1059754,206399,sbatra@YMCAnyc.org,http://ymcanyc.org,7,3,1,26QAJX
QAKA,NYCEEC,Q,Little Meadows ECC,,718-454-6460,67 - 25 188th St,11365,1,28,1044022,207670,lmecc@littlemeadows.org,http://littlemeadows.org,3,3,1,26QAKA
QAKH,NYCEEC,Q,Samuel Field YM & YWHA ( Little Neck ),,718-225-6750,5820 Little Nck Pkwy,11362,1,54,1060902,216694,tcampo@sfy.org,http://sfy.org,3,7,1,26QAKH
QAKM,NYCEEC,Q,Mi Nuevo Mundo ( 31 - 05 ),,718-476-3128,31 - 05 51 St,11377,1,40,1009812,214965,mnm104100@gmail.com,,5,9,3,30QAKM
QAKQ,NYCEEC,Q,Denizko DCC,,718-426-0123,51 - 07 69th St,11377,1,13,1013141,207040,one23stepahead@gmail.com,,3,7,1,24QAKQ
QAKT,NYCEEC,Q,Mi Nuevo Mundo,,718-476-3128,100 - 05 39th Ave,11368,1,18,1021520,212594,mnm104100@gmail.com,,3,3,2,24QAKT
QAKV,NYCEEC,Q,Honeypot Day Care,,718-539-2388,140 - 22 Beech Ave,11355,1,53,1033397,214282,honeypotdcc@gmail.com,http://honeypotdcc.com,3,6,1,25QAKV
QAKW,NYCEEC,Q,Kwanis First Step,,718-848-0300,8212 151st Ave,11414,1,28,1025352,182507,sam.verdi@heartshare.org,http://heartshare.org,2,7,2,27QAKW
QAKY,NYCEEC,Q,Kissena Cherry Day Care,,917-952-6727,14026 Cherry Ave,11355,1,76,1033587,214128,flora888c@yahoo.com,http://kissenadaycare.com,2,6,1,25QAKY
QAKZ,NYCEEC,Q,"Bright Beginnings In Queens Village, Inc.",,718-264-3860,8045 Winchester Blvd,11427,1,18,1059334,207936,bbqv@verizon.net,http://brightbeginningsinqueensvillage.com,5,9,3,26QAKZ
QALA,NYCEEC,Q,Rainbow Child Dev Center,,718-321-1610,13320 Avery Ave,11355,1,72,1031102,213556,info@rainbowchildlearning.com,http://rainbowchildlearning.com,3,7,1,25QALA
QALC,NYCEEC,Q,Little Sweet Angels Preschool,,718-888-1819,14627 Beech Avenue#1b,11355,1,36,1034728,215538,daphneyeh.lsaprek@gmail.com,http://littlesweetangels.com,3,7,2,25QALC
QALD,NYCEEC,Q,Kiddie Academy Of Little Neck,,718-229-2829,25220 Northern Boulevard3rd Floor,11362,1,54,1057488,219913,kiddieacademy.littleneck@gmail.com,http://kiddieacademy.com,3,3,1,26QALD
QALM,NYCEEC,Q,Professional Childcare Inc.,,718-229-5357,3803 Francis Lewis Blvd,11358,1,18,1043792,217155,ny1school@gmail.com,,1,7,1,26QALM
QALO,NYCEEC,Q,Imagine ELC,,718-557-5520,1 Jamaica Ctr Plz,11432,1,15,1039468,195353,catherine@imagineelc.com,http://imagineelc.com,5,1,1,28QALO
QALP,NYCEEC,Q,Early Sunrise Preschool,,718-736-9064,18708 Hillside Ave,11432,1,29,1046665,199698,horna21547@aol.com,,3,7,2,29QALP
QALQ,NYCEEC,Q,Elber Islamic School,,917-362-1130,25 - 42 49th St,11103,1,34,1010414,217481,amohamed2@gmail.com,,5,9,3,30QALQ
QALW,NYCEEC,Q,Peek - A - Boo! Learning Center,,718-899-1532,75 - 02 51st Ave,11373,1,20,1015239,207610,areyes@booksandrattlesinc.com,http://booksandrattlesinc.com,3,3,1,24QALW
QAMB,NYCEEC,Q,Jackson Heights Learning Center Annex,,917-382-5150,7910 34 Ave Suite 1x,11372,1,20,1015411,213723,jacksonheightselc@gmail.com,,3,6,2,30QAMB
QAMJ,NYCEEC,Q,Little Dolphin,,718-641-7754,10701 Crossbay Blvd,11417,1,40,1027563,186624,dolphin10701@yahoo.com,http://littledolphin.org,2,7,1,27QAMJ
QAMK,NYCEEC,Q,Lolly's ECC,,516-852-6339,5 - 44 47 Ave,11101,3,17,997043,210874,ilana@lollyslearningcenter.com,,5,9,3,30QAMK
QAMN,NYCEEC,Q,"Richmond Hill Day Care, Inc.",,718-441-8191,11524 Myrtle Ave,11418,1,20,1030274,194385,richhilldc@gmail.com,,1,7,1,27QAMN
QAMO,NYCEEC,Q,Greater Ridgewood,,718-456-5437,5903 Summerfield St,11385,1,54,1012517,194119,lstarsprek@thegryc.org,http://thegryc.org,3,3,2,24QAMO
QAMS,NYCEEC,Q,Kid Krazy,,718-204-0646,2519 27 St,11102,1,18,1006262,220364,kdkrzyprschl@aol.com,http://kidkrazypreschool.com,7,7,1,30QAMS
QAMT,NYCEEC,Q,Ralph Hirschkorn CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-327-1141,310 Bch 20th St,11691,1,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT
QAMU,NYCEEC,Q,Saratoga Early Childhood Education Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-244-0670,17515 Rockaway Blvd,11434,1,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU
QAMV,NYCEEC,Q,SCO Family Of Services Jerome Hardeman Ece,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-779-1660,29 - 49 Gillmore St,11369,1,75,1021867,216706,mfadoul@sco.com,http://sco.org/programs/early-childhood/,3,7,1,30QAMV
QANH,NYCEEC,Q,Quick Start DCC Inc.,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-659-6928,126 - 22 150th St,11436,1,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH
QANJ,NYCEEC,Q,North Side School - Parsons ( Half - Day ),,718-229-5050,84 - 60 Parsons Blvd,11432,3,18,1037792,198993,Richard@nss123.org,,5,9,3,28QANJ
QANR,NYCEEC,Q,Malcolm X Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-651-7880,11112 Northern Blvd,11368,1,60,1023600,215376,cannadyh@e-s-s.org,,5,9,3,24QANR
QANS,NYCEEC,Q,"A To Z Center Too, Inc.",,718-740-8400,220 - 24 Jamaica Ave,11428,1,130,1058114,201386,ATOZTOO@YAHOO.COM,http://atozcentertoo.com,3,3,1,29QANS
QANT,NYCEEC,Q,Child Center Of NY 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-943-2800,6002 Roosevelt Ave,11377,1,53,1010890,210856,mariemason@childcenterny.org,http://childcenterny.org,2,2,1,30QANT
QANU,NYCEEC,Q,Happy Dragon Of New York,,718-397-5733,8602 57th Ave,11373,1,52,1018566,206123,director@happydragonschool.com,http://happydragonschool.com,7,6,1,24QANU
QANV,NYCEEC,Q,Happy Dragon Of USA Inc.,,718-271-5637,9825 Horace Harding Expy,11368,1,98,1023141,207444,director@happydragonschool.com,http://happydragonschool.com,2,6,1,28QANV
QANZ,NYCEEC,Q,Battalion Christian Academy,,718-634-7172,454 Bch 67 St,11692,1,18,1040910,155872,bcafarrockaway@gmail.com,http://battalionchurch.org,7,8,2,27QANZ
QAOC,NYCEEC,Q,Afro American Parents,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-676-5077,117 - 02 Guy Brewer Blvd,11434,1,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC
QAOO,NYCEEC,Q,Forest Park - Beth Jacob,,718-896-4444,10235 63rd Rd,11375,1,88,1024841,206519,info@forestparkschool.org,http://forestparkpreschool.com,3,7,1,28QAOO
QAOQ,NYCEEC,Q,Rockaway CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-327-1384,1466 Bch Channel Dr,11691,1,18,1052952,161672,rockawayccc@aol.com,,3,7,1,27QAOQ
QAOW,NYCEEC,Q,All My Children Day Care 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-2030,11716 Sutphin Blvd,11434,1,40,1041882,187064,info@amcearlylearn.com,http://allmychildrendaycare.com,3,7,1,27QAOW
QAPB,NYCEEC,Q,All My Children Day Care 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-526-5911,11015 164th Pl,11433,1,40,1043382,192083,info@allmychildrendaycare.com,http://allmychildrendaycare.com,3,7,1,28QAPB
QAPD,NYCEEC,Q,NY League Forest Hills West,,718-639-9750,6325 Dry Hbr Rd,11379,1,16,1019247,202210,mary.rosa@yai.org,http://yai.org,2,3,2,24QAPD
QAPK,NYCEEC,Q,Concerned Parents Of Jamaica ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-658-4091,143 - 04 101st Ave,11435,1,69,1037526,192496,mmenrtor1cpjelc@gmail.com,http://concernedparentsofjamaica.com,3,3,2,28QAPK
QAPL,NYCEEC,Q,Sholom Day Care 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-850-2934,8204 Lefferts Blvd,11418,1,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL
QAPM,NYCEEC,Q,Charles R Drew ELC 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-523-7600,16515 Archer Ave,11433,1,38,1041433,195926,crddcc@aol.com,http://charlesrdrewforsuccess.org,3,7,2,28QAPM
QAPP,NYCEEC,Q,Be Above Site 16,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-978-0400,189 - 26 Linden Blvd,11412,1,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP
QAPS,NYCEEC,Q,Be Above 22 ( New World Education Center ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-528-8751,13737 Farmers Blvd,11434,1,30,1049800,184577,nwecsamuels@hotmail.com,http://babove.com,3,7,1,29QAPS
QAPU,NYCEEC,Q,Xcel Tiny Tots Inc.,,718-740-2557,113 - 15 Springfield Blvd,11429,1,18,1056311,195743,XceltinytotsUPK@gmail.com,http://xceltinytots.com,3,3,1,29QAPU
QAPW,NYCEEC,Q,Queensbridge ECDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-722-6026,38 - 11 27th St,11101,1,96,1002192,214313,desiree.fryson@ccbq.org,http://ccbq.org,3,3,1,30QAPW
QAQC,NYCEEC,Q,Howard Beach Judea Center,,718-848-1111,16205 90th St,11414,1,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC
QARC,NYCEEC,Q,Lucille Rose DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-634-0331,148 Bch 59th St,11692,1,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC
QARE,NYCEEC,Q,PAL Woodside Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-278-3616,5037 Broadway,11377,1,31,1009287,214406,skelley@palnyc.org,http://palnyc.org,3,7,1,30QARE
QARG,NYCEEC,Q,South Jamaica Center For Children And Parents Inc. Center 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-526-2500,11402 Guy R Brewer Blvd,11434,1,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG
QARK,NYCEEC,Q,Sholom Day Care 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-850-2934,8437 118th St,11418,1,14,1030561,195499,shalomdaycare@aol.com,,3,7,1,27QARK
QARN,NYCEEC,Q,All My Children Day Care 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-786-1166,97 - 30 Queens Blvd,11374,1,37,1023236,204754,eyusupova@amcearlylearn.com,,3,3,2,28QARN
QARO,NYCEEC,Q,Committee For Early Childhood Development Head Start 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-848-0276,11721 Sutphin Blvd,11434,1,129,1042016,187099,charlucie@hotmail.com,http://cecdhs.org,3,1,1,27QARO
QARP,NYCEEC,Q,Myrtle P Jarmon ECEC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-528-0922,11655 Guy R Brewer Blvd,11434,1,23,1044519,189050,mpjecec@yahoo.com,,3,3,1,28QARP
QARQ,NYCEEC,Q,All My Children,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-576-6812,83 - 10 188 St,11423,1,21,1045461,203314,grosler@amcearlylearn.com,http://amcearlylearn.com,3,7,1,26QARQ
QARX,NYCEEC,Q,Redeemer Lutheran School,,718-821-6670,6926 Cooper Ave,11385,1,18,1017123,194776,redluthglenam@aol.com,http://redeemerlutheranschool.org,5,9,3,24QARX
QASB,NYCEEC,Q,Mi Nuevo Mundo,,718-476-3128,104 - 19 39th Ave,11368,1,32,1022636,212934,mnm104100@gmail.com,,3,2,2,24QASB
QASC,NYCEEC,Q,St. Mel School,,718-539-8211,15424 26th Ave,11354,3,34,1037102,221173,cstein@stmelsacademy.org,http://stmelsacademy.org,8,3,1,25QASC
QASD,NYCEEC,Q,Immanuel Genius,,718-819-0190,"213 - 03 Northern Blvd, 3fl",11361,1,49,1047947,216381,Geniusd26@gmail.com,http://immanuelgenius.com,3,6,1,26QASD
QASE,NYCEEC,Q,"Talented Little Children III / TLC Spirit, LLC",,718-658-4384,104 - 40 134th St,11419,3,24,1036286,190784,tlcspirit2000@gmail.com,http://tlcpreschoolnyc.com,3,7,2,28QASE
QASF,NYCEEC,Q,Ira's Parkway Day Care,,718-739-6500,14120 Grand Central Pkwy,11435,1,18,1034924,199998,lindapinkhasov@gmail.com,http://irasdaycare.com,3,3,1,28QASF
QASG,NYCEEC,Q,Positive Beginnings II,,718-261-0211,71 - 25 Main St,11367,1,40,1033674,204304,Iecheverry@positivebeginnings.org,,3,3,1,25QASG
QASH,NYCEEC,Q,Jewish Institute Of Queens,,718-480-0100,64 - 41 Utopia Pkwy,11365,1,36,1041702,207852,OFFICE@QUEENSGYMNASIA.ORG,http://jiqueens.com,3,3,1,26QASH
QASI,NYCEEC,Q,"Early Sunrise Preschool And Kindergarten, Inc.",,718-736-9064,187 - 10 Hillside Ave,11432,1,28,1046683,199706,horna21547@aol.com,,3,7,2,29QASI
QASJ,NYCEEC,Q,Northside School,,718-298-6161,84 - 60 Parsons Blvd,11432,1,54,1037801,198967,david@nextstepcg.com,http://northside123.com,3,3,1,28QASJ
QASK,NYCEEC,Q,Jackson Children's Services,,718-779-8800,3602 14th St,11106,1,10,1001433,216147,jackdevctr@aol.com,http://jacksonchild.com,5,3,2,30QASK
QASL,NYCEEC,Q,Bessie & Nora's Place,,718-739-0884,90 - 05 161st St,11432,1,30,1039977,196237,bessienorapl@aol.com,,3,2,1,28QASL
QASM,NYCEEC,Q,Ces Childcare,,917-832-6506,2 - 08 Astoria Blvd,11102,1,18,1001907,220726,info@clevelandedu.com,,3,3,1,30QASM
QASN,NYCEEC,Q,Early Steps Family Center,,718-888-2301,216 Bch 87th St,11693,3,20,1036465,153570,carmen.ayala@vnsny.org,http://vnsny.org,5,9,3,27QASN
QASO,NYCEEC,Q,St. Luke's Evangelical Lutheran Church,,718-296-6683,87 - 34 85th St,11421,1,30,1023433,191028,st.lukes_ns@verizon.net,http://stlukesnurseryschool.weebly.com,7,7,2,27QASO
QASP,NYCEEC,Q,Qing Sheng Wang GFDC,,718-651-3372,83 - 32 Cornish Ave,11373,1,12,1017390,209062,starpreschool80@yahoo.com,,2,7,2,24QASP
QASR,NYCEEC,Q,"A Child's Place Too, Inc.",,646-302-8379,100 - 10 Astoria Blvd,11369,1,45,1020594,216770,tameshadaviscoles@yahoo.com,,6,3,2,30QASR
QAST,NYCEEC,Q,"ABC Preschool & Kindergarten Center, Corp.",,718-672-2424,66 - 20 Laurel Hl Blvd,11377,1,80,1012501,208731,abc_preschool@yahoo.com,http://abcpreschoolny.com,3,3,1,24QAST
QASU,NYCEEC,Q,Child Center Of NY 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-287-0175,3410 108th St,11368,1,73,1022787,214732,telvarivera@childcenterny.org,http://ccny.org,3,3,1,24QASU
QASV,NYCEEC,Q,Bwy Preschool,,718-205-4855,7714 Roosevelt Ave,11372,1,138,1015231,211446,bwypreschool@gmail.com,http://bwypreschool.com,2,1,1,24QASV
QASW,NYCEEC,Q,"Children's Big Apple, Inc.",,718-565-5311,3703 94th St,11372,1,90,1019464,212789,angelblue1228@yahoo.com,,8,6,2,24QASW
QASX,NYCEEC,Q,"Children's Big Apple, Inc.",,718-565-5311,4126 Case St,11376,1,18,1019264,211355,marcushuang@aol.com,,8,7,2,24QASX
QASY,NYCEEC,Q,Gryc Little Stars @ Notre Dame,,718-456-5437,6281 60th Pl,11385,1,36,1011175,198534,lstarsprek@thegryc.org,http://thegryc.org,3,3,2,24QASY
QATA,NYCEEC,Q,Jc's Daywatch Pre - K,,718-381-3777,20 St Johns Rd,11385,1,36,1009900,196752,jcsndaywatch@Aol.com,,5,9,3,24QATA
QATB,NYCEEC,Q,Johnson's Academy LLC,,718-592-7289,9904 57th Ave,11368,1,20,1023253,208338,aleimj@gmail.com,,5,9,3,24QATB
QATC,NYCEEC,Q,"Little Friends School Elmhurst, Inc.",,718-458-5415,8503 Britton Ave,11373,1,38,1017265,210883,littlefriendschool@nyc.rr.com,http://elmhurstdaycare.com,2,7,1,24QATC
QATD,NYCEEC,Q,Little Friends School Sunnyside,,718-786-4644,43 - 42 47 St,11104,1,56,1007014,210182,littlefriendssunnyside@gmail.com,,5,9,3,30QATD
QATE,NYCEEC,Q,Center Of Excellence Springfield Gardens Preschool,,718-276-8200,127 - 08 Merrick Blvd,11434,1,74,1049436,187492,childcarenyc@aol.com,http://aoeschool.com,3,7,1,28QATE
QATH,NYCEEC,Q,Maspeth Town Hall Preschool,,718-335-6049,5337 72nd St,11378,1,40,1014147,205387,arychlowski@maspethtownhall.org,http://maspethtownhall.org,2,7,2,24QATH
QATJ,NYCEEC,Q,Smiles GFDC Inc.,,917-943-3501,53 - 14 102 St,11368,1,12,1023293,209237,nancypolanco@gmail.com,,5,9,3,24QATJ
QATK,NYCEEC,Q,Ping Sheng Ye Group Family Day Care,,917-853-4865,8332 Cornish Ave,11373,1,12,1017379,209073,starpreschool80@yahoo.com,,2,7,1,24QATK
QATL,NYCEEC,Q,Rainbow Christian Preschool,,718-335-3361,7201 43rd Ave,11377,1,76,1014059,209714,rainbowchristianwoodside@gmail.com,http://rainbowchristian.com,3,3,1,24QATL
QATM,NYCEEC,Q,Star America Preschool,,718-396-9739,"80 - 07 Broadway, 2 / F",11373,1,80,1016236,210336,staramerica11373@gmail.com,,2,6,1,24QATM
