,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
444,"4341 Canyon Dr, Amarillo, TX 79110-1901",NA,0,NA,-101.868625,35.166441,NA,Jack Sisemore Traveland RV Museum,806-358-4891,1,5.0,311,47
445,"401 Museum Dr, Hagerstown, MD 21740-6495",NA,0,NA,-77.731568,39.6370702,NA,Washington County Museum of Fine Arts,3017395727,1,4.5,95,30
446,"220 E Ann St, Ann Arbor, MI 48104-1445","Everyone gets creative in this interactive science and technology museum, featuring engaging exhibits in subjects like psychology, the media and health.",0,NA,-83.7464178,42.2818262,NA,Ann Arbor Hands-On Museum,734 995 5439,2,4.5,335,77
447,"900 East Ave, Rochester, NY 14607-2298","World's foremost museum of photography and cinema, located on the historic Rochester estate of entrepreneur and philanthropist George Eastman, the pioneer of popular photography. ",0,NA,-77.580017,43.152852,2-3 hours ,George Eastman Museum,585 271 3361,3,4.5,646,134
448,"110 W Gasparilla Plz, Tampa, FL 33602-1500","Glazer Children's Museum is a 53,000 square foot facility in the heart of Downtown Tampa. Created specifically for children 10 and under, the Museum is a place where parents and children can learn through play and shared discovery. We offer 170 ""interactivities"" in 12 themed areas for families to explore and connect while having fun along the way.The Museum can be easily reached from anywhere in the Tampa Bay area. All themed areas on most exhibits are wheel chair accessible.",4,NA,-82.4614941,27.9495766,NA,Glazer Children's Museum,(813) 443-3861,28,4.0,290,186
449,"5401 Bay Shore Rd, Sarasota, FL 34243-2161",NA,3,NA,-82.5645578,27.382924,NA,Ca d'Zan Mansion,941 359 5700 ,3,4.5,"1,393",131
450,"390 S Liberty St, Winston Salem, NC 27101-5260","The Children's Museum of Winston-Salem is a 26,000 square foot facility allowing children and adults to IMAGINE, CREATE and PLAY!Our MissionTo create a compelling destination for our community to play and learn by experiencing literature, storytelling and the arts.Our VisionNurturing childrens imaginations, creativity and love of reading by bringing stories to life.Our Values:We Believe and Affirm that:Every child has value and deserves respect.Effective parenting resources give every parent/family the opportunity to play a primary role in their childs development.Storytelling bridges all cultures and generations.Collaborations strengthen our diverse community.Our Central location provides accessibility to the whole community.Every child deserves access to the Childrens Museum of Winston-Salem.",0,NA,-80.24392110000001,36.0913133,NA,Children's Museum of Winston-Salem,336-723-9111,7,4.5,154,67
451,"1942 Heritage Blvd, Robins AFB, Warner Robins, GA 31098-2442","Free U.S. Air Force museum open to the public Over 90 aircraft like the SR-71, F-15 & a B-29. Exhibits include Georgia Aviation Hall of Fame, WWII Hump Pilots, Tuskegee Airmen, D-Day, and the Flying Tigers. Motion simulator rides $5. Cafe, gift shop and picnic park. Daily 9-5; closed Jan. 1, Thanksgiving and Dec. 25. Ten miles east of I-75 Exit 144. Phone (478) 926-6870.",0,NA,-83.5878582,32.5921395,NA,Museum of Aviation,+1 478-926-6870,1,4.5,445,13
452,"144 N 6th St, Louisville, KY 40202-2939","Located in the heart of historic downtown Louisville, Kentucky, the Muhammad Ali Center is a cultural attraction and international education center inspired by the ideals of hometown hero Muhammad Ali. The Ali Center features 2 levels of award-winning exhibits, a five-screen orientation theater film, historic Civil Rights era media footage, video of Ali fights, interactive boxing fun, two art galleries, children's Hope and Dream wall, meeting and event space, retail store and more. ",2,NA,-85.7602163,38.2582083,NA,Muhammad Ali Center,502-584-9254,9,4.5,669,160
453,"203 Union St, Clinton, MA 01510-2903","The Museum of Russian Icons was founded in 2006 as a nonprofit educational institution by Massachusetts art collector and industrialist Gordon B. Lankton. With more than 700 Russian icons and artifacts, the collection is the largest of its kind in North America, and one of the largest private collections outside Russia. Spanning six centuries, the collection includes important historical paintings dating from the earliest periods of icon ""writing"" to the present. ",0,NA,-71.6834882,42.415491,NA,Museum of Russian Icons,9785985000,1,5.0,128,8
454,"3801 Broadway St, At the edge of Brackenridge Park, San Antonio, TX 78209-6396","The Witte Museum has the gorgeous Fiesta gowns, but also a special science treehouse just for kids.",0,Yes ,-98.4673103,29.4617383,1-2 hours ,Witte Museum,210-357-1900,47,4.0,283,255
455,"660 N 4th St, Baton Rouge, LA 70802-5342",NA,0,NA,-91.1870131,30.4542701,NA,Louisiana State Museum Baton Rouge,12253425428,7,4.5,172,56
456,"9924 Pin Point Ave, Savannah, GA 31406-8565",NA,1,NA,-81.090245,31.9521987,1-2 hours ,Pin Point Heritage Museum,+1 912-355-0064,8,5.0,272,202
457,"501 Plaza Real, Mizner Park, Boca Raton, FL 33432-3982","The Boca Museum of Art celebrates, presents, interprets, collects, preserves, encourages, and inspires creativity. Open free on the first Sunday of each month.",0,NA,-80.0814292,26.3401581,NA,Boca Raton Museum of Art,+1 561-392-2500,7,4.0,238,78
458,"1 Blues Alley Ln, Clarksdale, MS 38614-4336","Housed in the newly renovated Yazoo and Mississippi River Valley Railroad Depot, the museum presents the history of the Blues through photos, written word, artifacts and instruments.",0,NA,-90.5735734,34.2001179,NA,The Delta Blues Museum,662-627-6820,2,4.5,371,12
459,"1900 Kanawha Blvd E, Capitol Complex, Charleston, WV 25305-0009","Located in the Cultural Center, this interesting museum traces the history of West Virginia through a series of exhibits containing everything from an extensive collection of antique hats donated by a local school teacher to the telescope George Washington used to survey lands within the state.",0,NA,-81.6107001,38.3379699,NA,West Virginia State Museum,(304) 558-0162,1,4.5,239,42
460,"550 Winslow Way E, Bainbridge Island, WA 98110-2418",The Bainbridge Island Museum of Art is an educational institution whose mission is to engage a diverse population with the art and craft of our region and our time.Open daily 10am-6pmGeneral admission is FREE thanks to our Sponsors & Members,0,NA,-122.5145406,47.6251241,NA,Bainbridge Island Museum of Art,206.842.4451,2,4.5,147,38
461,"301 Gap Rd, Ronks, PA 17572-9566","Travel through Pennsylvania Dutch Country as an authentic steam locomotive pulls you past working farms, our Amish neighbors and beauty as far as the eye can see. Join us for lunch or dinner aboard our Dining Car, ride our miniature steam train and visit our shops. Visit our website for packages and special events.",0,NA,-76.15976409999999,39.9830724,NA,Strasburg Rail Road,+1 717-687-7522,3,4.5,"1,449",16
462,"1301 Heritage Rd, Dover Air Force Base, Dover, DE 19902","Located on the Dover Air Force Base, this museum showcases the history of military aviation through exhibits and a sizeable collection of planes that have been used throughout history.",0,NA,-75.45660509999999,39.1186873,NA,Air Mobility Command Museum,302-677-5938,1,5.0,515,35
463,"3501 S Roosevelt Blvd, Key West, FL 33040-5209",NA,1,NA,-81.754843,24.5523542,NA,Fort East Martello Museum,305-296-3913,46,4.0,293,160
464,"1401 N Shoreline Blvd, Mountain View, CA 94043-1311",NA,0,NA,-122.0773213,37.4143233,NA,Computer History Museum,650-810-1010,1,4.5,510,26
465,"1701 Valley View Dr, Birmingham, AL 35209-1214",The largest cast-iron statue in the world was created for the 1904 St. Louis World's Fair.,0,NA,-86.7955372,33.4916995,NA,Vulcan Park and Museum,205 933 1409,5,4.5,768,85
466,"2200 Front St, Sacramento, CA 95818-1107",The mission of the California Automobile Museum is to educate and entertain while preserving and promoting the automobile and its influence on our lives. The Museum is open daily from 10am - 6pm (last admission 5pm) and every 3rd Thursday until 9pm.,0,NA,-121.5117628,38.570316,NA,California Automobile Museum,916-442-6802,10,4.5,218,160
467,"2002 N. Main St. at 20th St., Santa Ana, CA",NA,0,NA,-117.8682052,33.7633562,NA,Bowers Museum of Cultural Art,714-567-3600,1,4.5,255,26
468,"215 S Tejon St, Colorado Springs, CO 80903-2206",NA,0,NA,-104.822827,38.830359,NA,Colorado Springs Pioneers Museum,719-385-5990,16,4.5,232,134
469,"1300 S University Parks Dr, Waco, TX 76706-1716",NA,0,NA,-97.114691,31.5521217,NA,Mayborn Museum Complex,2547101110,6,4.5,203,55
470,"724 Dumaine St, At Bourbon, New Orleans, LA 70116-3140","There's just enough voodoo lore here to introduce you to the history and culture of this spiritual practice and to tempt you to bring home a love potion or voodoo doll as a souvenir. Guided swamp, plantation and cemetery tours are available.",1,NA,-90.0639198,29.9598325,NA,New Orleans Historic Voodoo Museum,504-523-7685,80,3.5,346,319
471,"55 Salisbury St, Worcester, MA 01609-3196","This central Massachusetts museum houses a collection that includes works by European and American artists as well as Asian, Greek and Roman art.",0,NA,-71.80200409999999,42.2730028,NA,Worcester Art Museum,508-799-4406,1,4.5,396,46
472,"34725 W Boundary Rd, Big Cypress Seminole Reservation, Clewiston, FL 33440-8883","Located on the Big Cypress Reservation, this museum celebrates the history and the culture of the Seminole Indians. Winner of a 2015 TripAdvisor Certificate of Excellence!",0,NA,-80.93367529999999,26.7542312,NA,Ah-Tah-Thi-Ki Museum,+1 863-902-1113,2,4.5,99,16
473,"265 Massachusetts Avenue, Mit Bldg N51, Cambridge, MA 02139-4118","The MIT Museum presents temporary and permanent exhibitions at the nexus of art, science, and technology, as well as events, programs, and weekend demonstrations. ",0,NA,-71.0976585,42.3622747,1-2 hours ,MIT Museum,+1 617-253-5927,8,4.0,423,75
474,"401 F St NW, Washington DC, DC 20001-2637","The National Building Museum tells the stories of the world we design and build. Were one of the most family-friendly, awe-inspiring spots in Washington, D.C. The Museum offers something for everyone, from children to design buffs to building professionals. Learn about the Museums historic home during a free docent-led tour, offered daily. Docents also lead tours of exhibitions. Our 75-foot Corinthian columns are the countrys tallest.",1,NA,-77.0176188,38.8977516,NA,National Building Museum,202 272 2448,71,4.0,460,398
475,"31 Orange St, Saint Augustine, FL 32084-3634","Open seven days a week, this wax museum has over 150 wax figures taken from history and fiction.",1,NA,-81.3149153,29.8975126,1-2 hours ,Potter's Wax Museum,+1 904-829-9056,30,4.0,417,164
476,"355 Government St, Mobile, AL 36602-2315",This museum documents Mobile's long affair with the winter carnival. ,0,NA,-88.04516129999999,30.6883628,NA,Mobile Carnival Museum,(251) 432-3324 ,3,4.5,295,63
477,"1504 Millicent Rogers Rd, Taos, NM 87571","This impressive museum has more than a dozen galleries with some 5000 pieces of Native American and Hispanic art, including furniture, weaving, paintings, pottery and a celebrated collection of Native American jewelry.",0,NA,-105.5940158,36.4442256,NA,Millicent Rogers Museum,575-758-2462,2,4.5,507,92
478,"325 W Francis St, Williamsburg, VA 23185-4103","19th-century folk household objects (toys, kitchenware, paintings, furniture, etc.) are on display at the Abby Aldrich Rockefeller Folk Art Museum.",0,NA,-76.70436339999999,37.2697548,NA,Abby Aldrich Rockefeller Folk Art Museum,757 220 7693,7,4.5,462,87
