,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
1383,"Nos. 48 & 50 Jalan Tun Tan Cheng Lock, Melaka 75200, Malaysia","The Baba & Nyonya Heritage Museum is located in Melaka, a world UNESCO Site. The house is a combination of three terrace lots that were acquired by the Chan family in 1861. Four generations lived in the house before it was opened as a museum in March 1985. ",0.0,,102.2466936,2.1953686,,Baba & Nyonya Heritage Museum,+606-283 1273,1.0,4.5,1238.0,119.0,Other,Not_in_USA,0.840336134454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,337.0,109.0,13.0,195.0,4.44421906694,0.0532906399857,0.246338383838,0.625,-0.0777777777778,0.0848005305581,0.344949494949,1.0,0.0,0.0182330930043,0.408599468713,0.7,0.213333333333,0.0165939863032,0.539036796537,0.8,0.32,0.0,0.0
1384,"Aros Alle 2, Aarhus 8000, Denmark","Welcome to ARoS Aarhus Art Museum - one of Europe's largest art museums situated in the heart of Aarhus, and the only one with a rainbow on top, Your rainbow panorama. ",0.0,,10.1996761,56.1539075,,Aros Aarhus Kunstmuseum,+45 87 30 66 00,2.0,4.5,1408.0,245.0,Other,Not_in_USA,0.816326530612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.0,156.0,66.0,33.0,118.0,4.54406779661,0.0899474344136,0.392361111111,1.0,-0.05,0.148935185185,0.566666666667,1.0,0.0,0.00466859961566,0.389799455595,0.53,0.269480519481,0.00757686159945,0.561875409944,0.74375,0.3625,0.433333333333,0.8
1385,"| Corner of Street 113 & St 350, Phnom Penh, Cambodia",This former torture and detention center is now a museum dedicated to the victims of the Khmer Rouge.,2.0,,104.9179648,11.5486262,,Tuol Sleng Genocide Museum,+855-9-33-88988,2.0,4.5,7159.0,109.0,Other,Not_in_USA,1.83486238532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.0,1986.0,907.0,125.0,1248.0,4.48467670505,0.0345593328806,-0.0125709728868,0.3,-0.5,0.165224642269,0.383596136807,1.0,0.0,0.0330874372054,0.232045454545,0.52,-0.06,0.0206591061209,0.524967532468,0.766666666667,0.353333333333,-0.05,0.05
1386,"Thesi Plaka, Hersonissos, Crete 700 14, Greece","The Cretan open- air Museum ""LYCHNOSTATIS"" is located at Hersonissos, by the sea- side. It consists of four main collections: Nature & Flora Collection, with gardens of fruit- trees, aromatic herbs, cactus, shrubs and plants, stones and minerals of Crete. Ethnographic Collection, with a presentation of Cretan traditional life (a stone- made farmhouse, a middleclass house, a chapel, an olive- oil press, a windmill, a shepherd's shelter, a threshing floor, a wine- vat, a raki- distillery, workshops of ceramics, weaving and plant- dyeing, an old school, a bee's & wax house).Art collection with works of folk artists exhibited in the Folk Artist's Gallery, the Open- Air Theatre and the Exhibitions' Room.Collection of pre-Industrial Technology with equipment (olive- oil press, windmill, carob-mill, herb-press) used in the past. The Museum organizes a range of educational programs and its Audiovisual Department produces films, CD- ROM's, DVD' s presented daily in the Multimedia & Conference room. It has also a Museum-shop and a cafe. The Museum was nominated for the European Museum of the Year Award in 2010 and honoured by the University of Crete in 1997 for its ecological activities. ""LYCHNOSTATIS"" is open for a daily visit with a guided- tour, from (Saturday closed).",0.0,,25.3406766,35.3340246,,Lychnostatis Open Air Museum,+30 2897 023660,2.0,4.5,803.0,35.0,Other,Not_in_USA,5.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,196.0,25.0,4.0,38.0,4.71679197995,0.116841358025,0.367777777778,1.0,0.0,0.118703506173,0.437111111111,1.0,0.0,0.0116586045931,0.362364087302,0.507142857143,0.160714285714,0.00251454484549,0.574006493506,0.625,0.425,0.0435897435897,0.30641025641
1387,"86 quai Perrache | 86 Quai Perrache, 69285, Lyon, France","Situated on the confluence of the Rhone and the Sane, the Muse des Confluences is an absolute must-see in Lyon. Set in the heart of a monumental structure of metal and glass, the institution presents a journey through time and across continents to observe the world around us. In a 3000m2 space on the second level, the permanent collection recounts the great story of human adventure from our origins to the present day. Based on a collection of infinite curiosities, the four permanent exhibition spaces are organised around various questions on the origin and fate of humanity, on the diversity of cultures and civilisations, and on the position of Homo sapiens in the chain of life. On the first level, the temporary exhibition spaces extend over 1900m2 and are regularly renewed over cultural seasons.",0.0,,4.822775,45.7397769,,Musee des Confluences,+33428381190,22.0,4.0,1324.0,185.0,Other,Not_in_USA,11.8918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,76.0,11.0,3.0,36.0,4.16374269006,0.12749702135,0.426742424242,1.0,0.0,0.171326224524,0.59640993266,1.0,0.0,0.0233593499299,0.445383417508,0.712666666667,0.24,0.0230057200176,0.613419612795,0.92,0.42,0.15,0.306695156695
1388,"Katedros a. 4, Vilnius 01143, Lithuania",,0.0,,25.2866599,54.6857327,1-2 hours ,"Palace of the Grand Dukes of Lithuania, National Museum",+370 5 212 7476,17.0,4.0,275.0,193.0,Other,Not_in_USA,8.80829015544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,49.0,21.0,7.0,26.0,4.26470588235,0.0739612244898,0.361428571429,0.8,0.0,0.0892698979592,0.407857142857,0.9,0.0,0.0134879854201,0.265935175935,0.433333333333,0.0590909090909,0.0386343309163,0.505838883339,0.833333333333,0.138636363636,,
1389,"Artisplein, Plantage Kerklaan 36-38, Amsterdam, Amsterdam, The Netherlands",,0.0,,4.9165321,52.3660003,2-3 hours ,Micropia,9002784796,24.0,4.5,607.0,451.0,Other,Not_in_USA,5.32150776053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,144.0,36.0,3.0,42.0,4.66455696203,0.110183529184,0.182954545455,0.7,-0.5,0.124142561983,0.547727272727,1.0,0.0,0.0176827260096,0.299701930014,0.598095238095,0.1,0.0134044337869,0.506456429373,0.664285714286,0.25,,
1390,"Queen's Road | 1 Olympic Way, Titanic Quarter, Belfast BT3 9EP, Northern Ireland","The Titanic Belfast visitor attraction extends over nine galleries, with multiple dimensions to the exhibition. Drawing together special effects, dark rides, full-scale reconstructions and innovative interactive features you will explore the Titanic story in a fresh and insightful way from her conception in Belfast in the early 1900s, through her construction and launch, to her infamous maiden voyage and catastrophic demise. The journey goes beyond the aftermath of the sinking, to the discovery of the wreck and continues into the present day in the Ocean Exploration Centre.",0.0,,,,2-3 hours ,Titanic Belfast,+44 28 9076 6386,3.0,4.5,11587.0,211.0,Other,Not_in_USA,1.42180094787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401.0,3829.0,554.0,239.0,2525.0,4.39675767918,0.117780944444,0.379,1.0,-0.05,0.0637313395062,0.540611111111,1.0,0.0,0.0219511319238,0.246088633589,0.483333333333,0.05,0.0196976104916,0.487835636586,0.703472222222,0.26,0.0758928571429,0.471428571429
1391,"D-85045 Ingolstadt, Bavaria, Germany",,0.0,,11.4322245,48.7675093,,Audi Museum,49-841-89-37-575,1.0,4.5,491.0,25.0,Other,Not_in_USA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,43.0,19.0,14.0,35.0,4.54651162791,0.11914224537,0.30125,0.875,-0.2,0.100312620027,0.405925925926,1.0,0.0,0.0221590065951,0.380914514778,0.6875,0.149621212121,0.00904493636639,0.534492193413,0.6625,0.283333333333,,
1392,"Vodne Dielo | unovo, Bratislava 851 10, Slovakia","One of the most romatic modern art museums in Europe- the Danubiana Meulensteen Art Museum- is located less than 20 km south of Bratislava. It was founded by the Dutch collector and patron of the arts Gerard Meulensteen and the Slovak gallerist Vincent Polakovi. Since its opening in 2000, the museum has arranged numerous exhibitions of leading figures of the Slovak, European and world art scene, including Karel Appel, Sam Francis, Miroslav Cipr, Markus Prachensky, Ilona Keser Ilona, Rudolf Sikora, Martn Chirino, Vladimr Popovi and other artists. The museum has attracted thousands of Slovak and foreign visitors as well as royal visits and leading political, social and above all cultural figures. Its unique location bordering on three countries, and sensitive integration with the surrounding nature and the River Danube provide visitors extraordinary views of exhibited artworks and of the flora and fauna unique to the peninsula of art in every season of the year. The adjoining sculpture park features the Works of a number of artists, among them El Lissitzky, Magdalena Abakanowicz, Jim Dine, Hans van de Bovenkamp, Jozef Jankovi, Arman, Jean- Claude Farhi, Vladimr Kompnek and Rudolf Uher. A magnificent view of Bratislava and the mighty Danube offer unforgettable experiences at sunset. After the completion of the extension, supported by the Government of the Slovak Republic, the museum is a new symbol of modern Bratislava, recommended by prestigious world guide books and social networking websites. See you by the River Danube, friends!",0.0,,17.1994899,48.0307363,,Danubiana Meulensteen Art Museum,421262528501,12.0,4.5,186.0,185.0,Other,Not_in_USA,6.48648648649,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,26.0,17.0,1.0,38.0,4.62857142857,0.0986916666667,0.281666666667,0.8,0.0,0.187733333333,0.456666666667,1.0,0.0,0.0443859800546,0.422000246603,0.991666666667,-0.0119047619048,0.0105034046449,0.639927357174,0.84,0.37625,0.198953823954,0.469264069264
1393,"Kelham Island Museum Kelham Island | Kelham Island, Sheffield S3 8RY, England",,0.0,,-1.4721041,53.3892039,,Kelham Island Museum,44-114-272-2106,7.0,4.5,430.0,167.0,Other,Not_in_USA,4.19161676647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,108.0,26.0,3.0,77.0,4.50952380952,0.121027560764,0.313541666667,1.0,0.0,0.0823958333333,0.3,1.0,0.0,0.0389106345067,0.306598841606,0.75,0.0790509259259,0.0224755791997,0.556696127946,0.85,0.349768518519,,
1394,"28 Maxwell Road Red Dot Traffic | Red Dot Traffic Building, Singapore 069120, Singapore","The largest design museum in Asia, Red Dot Design Museum Singapore is an unique attraction and place of interest in Singapore that brings visitors to discover and appreciate design and creativity within and beyond the museum compounds. It has 3 Winners Exhibitions on Product, Communication and Conceptual Design that present the best of designs today and futuristic design ideas for tomorrow. On the 1st or 2nd Friday of each month, the museum hosts MAAD (Market for Artists And Designers), Singapore's longest and largest recurring creative marketplace. The Red Dot Design Museum is also one of the key attractions featured in the Singapore Design District Mobile App -- A self-touring guide that brings users beyond the traditional tourist spots, and to the clusters of interesting and creative places of interests, and must-go attractions located near the vicinity of the museum. Download the App, find out where to go and discover the hidden gems.",0.0,,103.845722,1.278277,1-2 hours ,Red Dot Design Museum,+65 6327 8027,120.0,4.0,121.0,748.0,Other,Not_in_USA,16.0427807487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,21.0,15.0,4.0,10.0,3.98571428571,0.04630625,0.180833333333,0.5,-0.25,0.06065,0.398333333333,0.8,0.0,0.0350212011927,0.282522791014,0.75,-0.0602040816327,0.00972016244741,0.519146194762,0.79,0.347619047619,0.216025641026,0.483333333333
1395,"13 Lincoln's Inn Fields | Holborn, London WC2A 3BP, England","The unusual and unique home of Sir John Soane, eccentric architect of the Bank of England, presents a chimera of colors, unusual perspectives and decorative ornaments drawn from many centuries.",1.0,,-0.1173061,51.5170502,,Sir John Soane's Museum,44-20-7405-2107,64.0,4.5,1093.0,1443.0,Other,Not_in_USA,4.4352044352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,280.0,156.0,15.0,174.0,4.59934497817,0.104375,0.266666666667,1.0,-0.1,0.144617346939,0.427380952381,1.0,0.0,0.0555573477217,0.393728741497,0.833333333333,0.0833333333333,0.0164633272052,0.606049010513,0.833333333333,0.40612244898,0.255,0.8
1396,"221B Baker Street, London NW1 6XE, England",,1.0,,-0.1585369,51.5237737,<1 hour ,Sherlock Holmes Museum,020 7935 8866,242.0,3.5,2070.0,1443.0,Other,Not_in_USA,16.7706167706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,265.0,115.0,11.0,203.0,3.44781445138,0.0821138888889,0.0816666666667,0.5,-0.7,0.102995061728,0.315555555556,1.0,0.0,0.0210614460875,0.151794088848,0.433333333333,-0.1,0.014681002404,0.495873273552,0.65625,0.233333333333,,
1398,"Musee Europeen d'Art Moderne | Ciutat Vella, 08003 Barcelona, Spain",,0.0,,2.1855573,41.3842701,1-2 hours ,Museu Europeu d'art Modern - MEAM,933 195 693,88.0,4.5,217.0,648.0,Other,Not_in_USA,13.5802469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,44.0,24.0,0.0,11.0,4.46788990826,0.2288515625,0.36875,1.0,-0.5,0.139225,0.655,1.0,0.0,0.0304647783759,0.182217969741,0.42,-0.22875,0.0205275742831,0.488908730159,0.722083333333,0.251904761905,,
1399,"10 Haim Levanon Street, Tel Aviv, Israel",,0.0,,34.801505,32.111459,,Palmach Museum,+972-35459800,3.0,4.5,817.0,259.0,Other,Not_in_USA,1.1583011583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,168.0,36.0,18.0,141.0,4.72659732541,0.197834023669,0.161730769231,1.0,-0.7,0.147632675871,0.383461538462,1.0,0.0,0.0654228284003,0.278105732651,0.8,-0.2125,0.022991694439,0.52764140321,0.75,0.25,,
1400,"Phangnga Road | 130/1 T. Taladyai, Phuket Town, Phuket 83000, Thailand","The first Trickeye 3D Museum of Sounthern Thailand, is located in Phuket Town, Trickeye museum is an interactive museum with a concept that stimulates your creativity and imagination.",0.0,,98.3922504,7.8804479,2-3 hours ,Phuket Trickeye Museum,+66 76 212 806,4.0,4.5,646.0,104.0,Other,Not_in_USA,3.84615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,139.0,18.0,3.0,71.0,4.48785046729,0.074737191358,0.180277777778,0.825,-0.25,0.101451058299,0.355425925926,0.9,0.0,0.0205834028855,0.279035894661,0.5,0.0166666666667,0.0104178992629,0.567775974026,0.7,0.347619047619,0.25,0.333333333333
